dialogue_id,speaker,turn,act_1,act_2,act_3
37_00013,SYSTEM,The flight departs from Hartsfield-Jackson International Airport.,INFORM,,
37_00013,USER,That sounds great. Can you help me purchase tickets for a short trip?,INFORM_INTENT,SELECT,
37_00013,SYSTEM,Okay so to confirm: You would like Economy tickets for 4 people with United Airlines departing from Atlanta at 10:30 am to london on March 11th and returning on March 13th at 10:25 pm.,CONFIRM,,
37_00013,USER,That sounds great.,AFFIRM,,
37_00013,SYSTEM,Your booking has been made.,NOTIFY_SUCCESS,,
37_00013,USER,What airport doe the flight fly to and when does my return flight arrive?,REQUEST,,
37_00013,SYSTEM,The destination is Heathrow International Airport and it returns at 4:29 am,INFORM,,
37_00013,USER,great,THANK_YOU,,
37_00013,SYSTEM,anything else,REQ_MORE,,
37_00013,USER,no,NEGATE,THANK_YOU,
37_00013,SYSTEM,great,GOODBYE,,
37_00014,USER,I'd like to find some one-way flights. Can you find me one for a group of one?,INFORM,INFORM_INTENT,
37_00014,SYSTEM,"Of course. What destination did you have in mind, and where were you wanting to leave from? Was there a date that worked best for you?",REQUEST,,
37_00014,USER,"Yes, I want to fly out of Portland this Sunday. I'll be headed to Seattle.",INFORM,,
37_00014,SYSTEM,"Okay, I've found 3 flights that'll work for you. There's an American Airlines flight at $89. It leaves at 6 am and has 0 layovers.",OFFER,,
37_00014,USER,List out another option for me.,REQUEST_ALTS,,
37_00014,SYSTEM,There's a Delta Airlines flight at $70. It leaves at 9:35 am and also has 0 stops.,OFFER,,
37_00014,USER,Let's keep looking. I prefer United Airlines and would like to go Premium Economy.,INFORM,,REQUEST_ALTS
37_00014,SYSTEM,Sure. There's a United Airlines flight at $106. It takes off at 7:15 am and has 0 layovers.,OFFER,,
37_00014,USER,Which airport is it flying in to?,REQUEST,,
37_00014,SYSTEM,The flight will land at Seattle-Tacoma International Airport.,INFORM,,
37_00014,USER,That sounds like a good fit.,SELECT,,
37_00014,SYSTEM,Do you need help with anything else then?,REQ_MORE,,
37_00014,USER,"Yes, let's look at round trip flights now. I want to fly back on March 5th.",INFORM,INFORM_INTENT,
37_00014,SYSTEM,"I've found 1 flight that'll work for you. It's a United Airlines flight listed at $115. It flies out at 7:15 am, and it will return at 4:15 am.",OFFER,,
37_00014,USER,Where does this flight land at?,REQUEST,,
37_00014,SYSTEM,This one is still arriving in Seattle-Tacoma International Airport.,INFORM,,
37_00014,USER,Are the tickets for this flight refundable?,REQUEST,,
37_00014,SYSTEM,Sadly they are non-refundable.,INFORM,,
37_00014,USER,"Well, let's go with this flight anyway. This is going to be a short trip. Can you purchase tickets for me?",INFORM_INTENT,SELECT,
37_00014,SYSTEM,"Yes, let's confirm the details first though. You're flight from Portland to Seattle on United Airlines. You want 1 ticket with Premium Economy seating. The first flight is the day after tomorrow at 7:15 am, and the flight back is next Tuesday at 4:15 am.",CONFIRM,,
37_00014,USER,That sounds great. Which airport is my flight departing from?,REQUEST,AFFIRM,
37_00014,SYSTEM,It's taking off from PDX International Airport. Your ticket purchase has been confirmed.,INFORM,NOTIFY_SUCCESS,
37_00014,USER,Thank you for the help.,THANK_YOU,,
37_00014,SYSTEM,Do you need anything else at the moment?,REQ_MORE,,
37_00014,USER,"No, I'm fine. Thank you.",NEGATE,THANK_YOU,
37_00014,SYSTEM,Enjoy the rest of your day.,GOODBYE,,
37_00015,USER,"I'm going away, can you find some one-way flights for me?",INFORM_INTENT,,
37_00015,SYSTEM,What is your itinerary?,REQUEST,,
37_00015,USER,"I'll go from Phoenix, AZ, to Seattle, leaving the day after tomorrow.",INFORM,,
37_00015,SYSTEM,There is an American Airlines flight leaving at 8:40 am for a cost of $224. It has 1 scheduled stop.,OFFER,,
37_00015,USER,When does it arrive? Is the ticket refundable?,REQUEST,,
37_00015,SYSTEM,"No, the ticket is not refundable. The flight arrives at 2:47 pm.",INFORM,,
37_00015,USER,I like the sound of it.,SELECT,,
37_00015,SYSTEM,Shall I buy tickets now?,OFFER_INTENT,,
37_00015,USER,"No, not yet.",NEGATE_INTENT,,
37_00015,SYSTEM,Anything else I can help you with?,REQ_MORE,,
37_00015,USER,"Search for some round trip flights, please.",INFORM_INTENT,,
37_00015,SYSTEM,When are you coming back?,REQUEST,,
37_00015,USER,On March 5th.,INFORM,,
37_00015,SYSTEM,"I found 1 convenient option- an American Airlines flight departing at 8:40 am, returning at 8:15 am, for a price of $238.",OFFER,,
37_00015,USER,Which airports are on the route?,REQUEST,,
37_00015,SYSTEM,It goes from Sky Harbor International Airport to Seattle-Tacoma International Airport.,INFORM,,
37_00015,USER,It sounds good.,SELECT,,
37_00015,SYSTEM,Shall I buy the tickets now?,OFFER_INTENT,,
37_00015,USER,"Yes, please do that.",AFFIRM_INTENT,,
37_00015,SYSTEM,"So I'll buy 1 Economy ticket for the American Airlines flight from Phoenix to Seattle, departing at 8:40 am the day after tomorrow, and returning at 8:15 am next Tuesday. Is that okay?",CONFIRM,,
37_00015,USER,"Yes, that's good.",AFFIRM,,
37_00015,SYSTEM,The reservation was successful.,NOTIFY_SUCCESS,,
37_00015,USER,Thanks a lot.,THANK_YOU,,
37_00015,SYSTEM,Anything else I can help you with?,REQ_MORE,,
37_00015,USER,"No, that's all for now, thanks.",NEGATE,THANK_YOU,
37_00015,SYSTEM,Have a wonderful day!,GOODBYE,,
37_00016,USER,I need to find an affordable one-way flight for my birthday coming up.,INFORM_INTENT,,
37_00016,SYSTEM,"I can certainly help you with that. I just need some information first. I need to know where you are departing from, where you are going, and when you plan to leave.",REQUEST,,
37_00016,USER,I would like to leave from Washington on the 10th of this month and will be arriving at CDMX.,INFORM,,
37_00016,SYSTEM,The first flight that comes up is an outbound flight by American Airlines that departs at 10:15 am. It appears to have 1 stop along the way and costs a total of $243.,OFFER,,
37_00016,USER,Is there anything else? I really don't mind travelling economy and there will be a total of 4 people in my group.,INFORM,,REQUEST_ALTS
37_00016,SYSTEM,Delta Airlines has a flight that will be leaving at 10 am but it too has 1 stop and the cost of the ticket is $355.,OFFER,,
37_00016,USER,I think I would prefer that flight over the first one you mentioned.,SELECT,,
37_00016,SYSTEM,Would you like me to proceed with reserving those tickets for you and your group?,OFFER_INTENT,,
37_00016,USER,"No, I don't want to purchase tickets just yet. What can you find with round trip flights?",INFORM_INTENT,NEGATE_INTENT,
37_00016,SYSTEM,"Well that depends, on what day would you be returning?",REQUEST,,
37_00016,USER,I would be flying back no later than the 13th of this month.,INFORM,,
37_00016,SYSTEM,I see that Delta Airlines has an outbound flight that leaves at 10 am and has a return flight at 3 pm which costs $303.,OFFER,,
37_00016,USER,"Okay, can you tell me what time that flight would arrive at my destination and the time the return flight would arrive home?",REQUEST,,
37_00016,SYSTEM,"You would reach your destination at 0:50 am and arrive home at 8:05 pm, provided there are no unexpected delays.",INFORM,,
37_00016,USER,That sounds great!,SELECT,,
37_00016,SYSTEM,Would you like me to reserve these tickets for you?,OFFER_INTENT,,
37_00016,USER,No thank you. I can do that myself a little later.,NEGATE_INTENT,,
37_00016,SYSTEM,Is there anything else I can find for you today?,REQ_MORE,,
37_00016,USER,"No, you've helped with the only item on my agenda today. Thank you.",NEGATE,THANK_YOU,
37_00016,SYSTEM,Have a good day.,GOODBYE,,
37_00017,USER,I need a one-way flight on March 9th.,INFORM,INFORM_INTENT,
37_00017,SYSTEM,Where are you departing and where are you going?,REQUEST,,
37_00017,USER,"I am departing Phoenix, AZ and going to SD.",INFORM,,
37_00017,SYSTEM,I found a Delta Airlines flight with 0 stops that departs at 10:45 pm. It costs $74.,OFFER,,
37_00017,USER,What airport does it land at?,REQUEST,,
37_00017,SYSTEM,It lands at SAN International Airport.,INFORM,,
37_00017,USER,That works for me.,SELECT,,
37_00017,SYSTEM,Do you want me to buy you tickets now?,OFFER_INTENT,,
37_00017,USER,"No, not right now.",NEGATE_INTENT,,
37_00017,SYSTEM,Do you need something more?,REQ_MORE,,
37_00017,USER,Can you find me round trip flights?,INFORM_INTENT,,
37_00017,SYSTEM,What is your return date?,REQUEST,,
37_00017,USER,I am returning on the 11th of March.,INFORM,,
37_00017,SYSTEM,Search revealed 1 flight for you. Delta Airlines departs at 10:45 pm and the return flight leaves at 5:05 pm. The cost is $86.,OFFER,,
37_00017,USER,What time does the first flight land?,REQUEST,,
37_00017,SYSTEM,The first flight lands at 0:05 am.,INFORM,,
37_00017,USER,When does my second flight land at what airport?,REQUEST,,
37_00017,SYSTEM,The second flight lands at 6:25 pm at SAN International Airport.,INFORM,,
37_00017,USER,That works for me. Can you get me tickets for my short trip?,INFORM_INTENT,SELECT,
37_00017,SYSTEM,You want 1 seat in Economy class on Delta Airlines from Phoenix to San Diego. The first flight leaves at 10:45 pm on March 9th and the second flight leaves at 5:05 pm on March 11th. Is that right?,CONFIRM,,
37_00017,USER,"Yes, that is correct.",AFFIRM,,
37_00017,SYSTEM,Your flight is booked.,NOTIFY_SUCCESS,,
37_00017,USER,Thanks a lot. That is all.,THANK_YOU,GOODBYE,
37_00017,SYSTEM,Have a great day.,GOODBYE,,
37_00018,USER,I'm looking for a one way flight?,INFORM_INTENT,,
37_00018,SYSTEM,Where are you going and when will you be leaving?,REQUEST,,
37_00018,USER,I'll be going to Phoenix and I want to leave on March 6th.,INFORM,,
37_00018,SYSTEM,And where will you be leaving from?,REQUEST,,
37_00018,USER,I'm going to leave from NY.,INFORM,,
37_00018,SYSTEM,There are 3 flights that match. There's a Delta Airlines flight that leaves at 7:30 am with 1 stop. It costs $316.,OFFER,,
37_00018,USER,What else is there?,REQUEST_ALTS,,
37_00018,SYSTEM,There's a Southwest Airlines flight that leaves at 8:40 am with 1 stop. It costs $292.,OFFER,,
37_00018,USER,Is there anything else?,REQUEST_ALTS,,
37_00018,SYSTEM,There's a United Airlines flight that leaves at 8:20 am with 1 stop. It costs $298.,OFFER,,
37_00018,USER,"And what time does it arrive? Also, is the ticket refundable?",REQUEST,,
37_00018,SYSTEM,"It arrives at 1:17 pm, and I'm sorry but the ticket is no refundable.",INFORM,,
37_00018,USER,"Okay, that's still good. Now, can you search for round trip flights?",INFORM_INTENT,SELECT,
37_00018,SYSTEM,When will you be returning?,REQUEST,,
37_00018,USER,I'll be returning on March 8th.,INFORM,,
37_00018,SYSTEM,There's 1 flight that can. It's United Airlines and the outbound flight leaves at 8:20 am with the return flight leaving at 7:15 am. it costs $311.,OFFER,,
37_00018,USER,When does the outward flight arrive? And is the ticket refundable?,REQUEST,,
37_00018,SYSTEM,"The onward flight arrives at 1:17 pm, and the ticket is not refundable, sorry.",INFORM,,
37_00018,USER,"Well, that still work for me.",SELECT,,
37_00018,SYSTEM,Do you need help with anything else?,REQ_MORE,,
37_00018,USER,"For my short trip, can you help me buy the tickets?",INFORM_INTENT,,
37_00018,SYSTEM,"Okay, please make sure this is all correct, the flight is leaving from New York next Wednesday at 8:20 am to Phoenix. It returns next Friday leaving at 7:15 am. It will be on United Airlines. And it is 1 seat in Economy.",CONFIRM,,
37_00018,USER,"Yes, that's correct. And what time does the return flight arrive?",REQUEST,AFFIRM,
37_00018,SYSTEM,The return flight arrives at 6:40 pm. I've booked the ticket.,INFORM,NOTIFY_SUCCESS,
37_00018,USER,"Thanks for the help, that's it for now.",THANK_YOU,GOODBYE,
37_00018,SYSTEM,"Okay, have a great day.",GOODBYE,,
37_00019,USER,Can you find me a one way flight please?,INFORM_INTENT,,
37_00019,SYSTEM,When will you leave and what is your destintation?,REQUEST,,
37_00019,USER,I am leaving from Portland and going to Ciudad de Mexico.,INFORM,,
37_00019,SYSTEM,When will you depart?,REQUEST,,
37_00019,USER,I want to leave March 3rd.,INFORM,,
37_00019,SYSTEM,I found 5 flight.s The first is on Alaska Airlines and leaves at 10:10 am. This flight stops 1 time and costs $270.,OFFER,,
37_00019,USER,Which airport does it arrive to?,REQUEST,,
37_00019,SYSTEM,Benito Juarez International Airport.,INFORM,,
37_00019,USER,Which airport does it depart from?,REQUEST,,
37_00019,SYSTEM,PDX International Airport is the departure site.,INFORM,,
37_00019,USER,What else is available.,REQUEST_ALTS,,
37_00019,SYSTEM,I have an American Airlines outbound flight at 7:20 am with 1 stop that costs $268.,OFFER,,
37_00019,USER,What else do you have. I need four seats.,INFORM,REQUEST_ALTS,
37_00019,SYSTEM,Delta Airlines has an outbound flight that has 1 stop and leaves at 8:45 am. It costs $276.,OFFER,,
37_00019,USER,That sounds great.,SELECT,,
37_00019,SYSTEM,Can I do anything else for you?,REQ_MORE,,
37_00019,USER,Will you search round trip flights please.,INFORM_INTENT,,
37_00019,SYSTEM,When will you return?,REQUEST,,
37_00019,USER,I want to return next Tuesday.,INFORM,,
37_00019,SYSTEM,I found 1 flight on Delta Airlines at 8:45 am and returning at 1:45 pm for $293.,OFFER,,
37_00019,USER,When do both flights arrive?,REQUEST,,
37_00019,SYSTEM,The return flight arrives at 9:33 pm and outbound flight arrives at 6:53 pm.,INFORM,,
37_00019,USER,That sounds good. Can you purchase the tickets please.,INFORM_INTENT,SELECT,
37_00019,SYSTEM,I have a flight from Portland to Mexico City on Delta Airlines the day after tomorrow and returning next Tuesday. The departure flight arrives at 8:45 am and the return flight arrives at 1:45 pm. The seating class is Economy and it is for 4 people.,CONFIRM,,
37_00019,USER,That's perfect thank you.,AFFIRM,,
37_00019,SYSTEM,Your tickets are reserved.,NOTIFY_SUCCESS,,
37_00019,USER,Thank you for everything.,THANK_YOU,,
37_00019,SYSTEM,Can I do anything else for you?,REQ_MORE,,
37_00019,USER,"No, that will be all.",NEGATE,THANK_YOU,
37_00019,SYSTEM,Have a great day.,GOODBYE,,
37_00020,USER,Can you find me some one-way flights?,INFORM_INTENT,,
37_00020,SYSTEM,"Yes, I can help you with that. I need your departure and arrival cities, as well as the dates.",REQUEST,,
37_00020,USER,"I am going from Seattle, WA to SF on the 10th.",INFORM,,
37_00020,SYSTEM,I found you a flight on Alaska Airlines. It has 0 stops and departs at 12 pm. The ticket price is $106.,OFFER,,
37_00020,USER,I prefer United Airlines. Do you have any other flights?,INFORM,REQUEST_ALTS,
37_00020,SYSTEM,I found you 1 flight on United Airlines that leaves at 8:30 pm. There are 0 stops and the ticket costs $97.,OFFER,,
37_00020,USER,That flight sounds good to me. Are there any round trip flights available?,INFORM_INTENT,SELECT,
37_00020,SYSTEM,When is your departure date?,REQUEST,,
37_00020,USER,"I want to get back on the 12th, preferably.",INFORM,,
37_00020,SYSTEM,There's a flight on United Airlines that leaves outbound 8:30 pm and returns at 1:10 pm. The price is $117.,OFFER,,
37_00020,USER,That sounds good. My trip is short. Can you buy tickets for me?,INFORM_INTENT,SELECT,
37_00020,SYSTEM,I am booking 1 Economy class ticket on United Airlines leaving Seattle on March 10th at 8:30 pm. Returning from San Francisco at 1:10 pm on March 12th. Is that correct?,CONFIRM,,
37_00020,USER,Yes. Is the ticket refundable?,REQUEST,AFFIRM,
37_00020,SYSTEM,"I have confirmed your ticket which, unfortunately, is non-refundable.",INFORM,NOTIFY_SUCCESS,
37_00020,USER,Thanks for your help.,THANK_YOU,,
37_00020,SYSTEM,Do you need anything else?,REQ_MORE,,
37_00020,USER,"No, thank you.",NEGATE,THANK_YOU,
37_00020,SYSTEM,Have a great day!,GOODBYE,,
37_00021,USER,Can you find a one-way ticket for me,INFORM_INTENT,,
37_00021,SYSTEM,When are you leaving,REQUEST,,
37_00021,USER,I will leave on the 7th,INFORM,,
37_00021,SYSTEM,Where are you leaving from,REQUEST,,
37_00021,USER,I am traveling from New York,INFORM,,
37_00021,SYSTEM,Where are you visiting,REQUEST,,
37_00021,USER,I am visiting Paris,INFORM,,
37_00021,SYSTEM,American Airlines depart at 7:35 am for $235. this is 0 stop flight,OFFER,,
37_00021,USER,Where does it depart from and what time does it arrive,REQUEST,,
37_00021,SYSTEM,This will depart from JFK International Airport arrive at 10:22 pm,INFORM,,
